pad_scraped,pad_Neighborhood,pad_Count Listings,pad_Med. Price/mo.,pad_Avg. Price/mo.,pad_Avg. Beds,pad_Med. Price/mo./Bed,pad_Avg. Price/mo./Bed
2014-04-18,Mattapan,14,1500.0,1442.86,1.93,777.78,748.15
2014-04-18,Mission Hill,196,1712.5,2131.25,2.03,843.34,1049.56
2014-04-18,North End,164,2500.0,2594.66,1.56,1601.56,1662.21
2014-04-18,Roslindale,24,1600.0,1657.29,2.08,768.0,795.5
2014-04-18,Roxbury,146,2250.0,2203.94,1.82,1239.62,1214.25
2014-04-18,South Boston,215,2600.0,2644.53,1.9,1366.75,1390.16
2014-04-18,South Boston Waterfront,33,2800.0,3129.55,1.15,2431.58,2717.76
2014-04-18,South End,300,2850.0,3000.42,1.43,1997.66,2103.1
2014-04-18,West End,26,2500.0,2551.92,0.92,2708.33,2764.58
2014-04-18,West Roxbury,46,1600.0,1554.89,1.8,886.75,861.75
2014-05-18,Allston,816,1900.0,2094.88,2.05,928.38,1023.61
2014-05-18,Back Bay,593,2600.0,2922.05,1.17,2231.26,2507.63
2014-05-18,Bay Village,68,2175.0,2502.94,1.21,1803.66,2075.61
2014-05-18,Beacon Hill,180,2362.5,2454.72,1.08,2192.01,2277.58
2014-05-18,Brighton,1137,1975.0,2125.75,2.18,908.04,977.35
2014-05-18,Charlestown,77,2700.0,2749.68,1.56,1732.5,1764.38
2014-05-18,Chinatown,39,2500.0,2578.85,1.1,2267.44,2338.95
2014-05-18,Dorchester,204,1500.0,1494.98,1.61,930.09,926.98
2014-05-18,Downtown,154,2887.5,3079.06,1.18,2443.27,2605.36
2014-05-18,East Boston,61,1750.0,1826.23,2.2,796.64,831.34
2014-05-18,Fenway,649,2100.0,2392.14,1.29,1628.32,1854.84
2014-05-18,Hyde Park,8,1500.0,1665.62,2.38,631.58,701.32
2014-05-18,Jamaica Plain,203,1700.0,1853.57,1.94,878.12,957.44
2014-05-18,Leather District,3,3150.0,3116.67,1.67,1890.0,1870.0
2014-05-18,Longwood Medical Area,18,1800.0,1880.56,0.89,2025.0,2115.63
2014-05-18,Mattapan,13,1800.0,1636.54,2.77,650.0,590.97
2014-05-18,Mission Hill,209,1900.0,2186.48,2.14,888.37,1022.32
2014-05-18,North End,203,2500.0,2655.67,1.76,1421.57,1510.08
2014-05-18,Roslindale,33,1400.0,1356.82,1.7,825.0,799.55
2014-05-18,Roxbury,164,1950.0,2296.04,2.01,969.09,1141.06
2014-05-18,South Boston,220,2600.0,2649.32,1.86,1395.12,1421.59
2014-05-18,South Boston Waterfront,52,2800.0,3007.21,1.1,2554.39,2743.42
2014-05-18,South End,390,2850.0,3019.94,1.38,2062.15,2185.11
2014-05-18,West End,36,2550.0,2652.78,1.22,2086.36,2170.45
2014-05-18,West Roxbury,37,1550.0,1629.73,1.3,1194.79,1256.25
2014-06-18,Allston,581,1950.0,2221.69,2.12,920.35,1048.58
2014-06-18,Back Bay,553,2500.0,2871.52,1.18,2117.15,2431.78
2014-06-18,Bay Village,56,2100.0,2644.2,1.07,1960.0,2467.92
2014-06-18,Beacon Hill,216,2375.0,2493.52,1.17,2027.67,2128.85
2014-06-18,Brighton,1180,2100.0,2207.65,2.2,955.65,1004.64
2014-06-18,Charlestown,78,2475.0,2606.09,1.64,1508.2,1588.09
2014-06-18,Chinatown,87,2825.0,3092.24,1.23,2296.96,2514.25
2014-06-18,Dorchester,163,1700.0,1656.9,1.63,1045.66,1019.15
2014-06-18,Downtown,195,2875.0,3036.92,1.11,2583.53,2729.03
2014-06-18,East Boston,85,1700.0,1762.35,2.07,821.02,851.14
2014-06-18,Fenway,520,2250.0,2458.17,1.36,1654.88,1807.99
2014-06-18,Hyde Park,11,1450.0,1256.82,1.09,1329.17,1152.08
2014-06-18,Jamaica Plain,142,1800.0,1865.14,1.61,1116.16,1156.55
2014-06-18,Leather District,2,2437.5,2437.5,1.5,1625.0,1625.0
2014-06-18,Longwood Medical Area,11,2400.0,2172.73,1.09,2200.0,1991.67
2014-06-18,Mattapan,20,1612.5,1550.0,2.2,732.95,704.55
2014-06-18,Mission Hill,180,2000.0,2267.64,1.94,1028.57,1166.21
2014-06-18,North End,142,2400.0,2444.72,1.4,1712.56,1744.47
2014-06-18,Roslindale,40,1600.0,1636.88,1.95,820.51,839.42
2014-06-18,Roxbury,106,1800.0,2144.58,1.84,978.46,1165.77
2014-06-18,South Boston,237,2600.0,2595.89,1.79,1449.88,1447.59
2014-06-18,South Boston Waterfront,73,2800.0,2897.95,1.14,2462.65,2548.8
2014-06-18,South End,335,2825.0,2883.96,1.33,2117.17,2161.35
2014-06-18,West End,63,2750.0,2949.21,1.21,2279.61,2444.74
2014-06-18,West Roxbury,50,1662.5,1929.5,1.84,903.53,1048.64
2014-07-18,Allston,623,1900.0,2134.55,2.0,947.72,1064.71
2014-07-18,Back Bay,472,2550.0,2907.94,1.18,2168.65,2473.06
2014-07-18,Bay Village,45,2500.0,2757.78,0.96,2616.28,2886.05
2014-07-18,Beacon Hill,215,2400.0,2508.84,1.1,2186.44,2285.59
2014-07-18,Brighton,1220,2000.0,2145.82,2.12,944.27,1013.12
2014-07-18,Charlestown,93,2400.0,2447.58,1.52,1582.98,1614.36
2014-07-18,Chinatown,66,2300.0,2509.85,1.02,2265.67,2472.39
2014-07-18,Dorchester,204,1700.0,1698.77,1.75,971.43,970.73
2014-07-18,Downtown,167,2950.0,3206.14,1.22,2426.85,2637.56
2014-07-18,East Boston,95,1800.0,1819.47,2.02,890.62,900.26
2014-07-18,Fenway,586,2075.0,2405.76,1.3,1599.93,1854.97
2014-07-18,Hyde Park,13,1450.0,1286.54,1.38,1047.22,929.17
2014-07-18,Jamaica Plain,193,2000.0,2068.13,1.98,1007.83,1042.17
2014-07-18,Leather District,16,3500.0,3371.88,1.19,2947.37,2839.47
2014-07-18,Longwood Medical Area,17,2150.0,2236.76,1.12,1923.68,2001.32
2014-07-18,Mattapan,24,1562.5,1591.67,1.83,852.27,868.18
2014-07-18,Mission Hill,221,1900.0,2091.52,1.74,1090.65,1200.58
2014-07-18,North End,169,2400.0,2491.27,1.42,1690.0,1754.27
2014-07-18,Roslindale,61,1700.0,1639.75,1.92,886.32,854.91
2014-07-18,Roxbury,147,1850.0,1955.61,1.76,1050.0,1109.94
2014-07-18,South Boston,291,2650.0,2620.96,1.8,1468.86,1452.76
2014-07-18,South Boston Waterfront,50,2825.0,3030.0,1.12,2522.32,2705.36
2014-07-18,South End,341,2800.0,2886.44,1.38,2035.82,2098.67
2014-07-18,West End,71,3100.0,2991.2,1.13,2751.25,2654.69
2014-07-18,West Roxbury,49,1650.0,1793.88,1.69,974.1,1059.04
2014-08-18,Allston,617,1725.0,1971.8,1.76,979.14,1119.23
2014-08-18,Back Bay,709,2800.0,2962.69,1.29,2164.89,2290.68
2014-08-18,Bay Village,38,2700.0,2946.05,1.11,2442.86,2665.48
2014-08-18,Beacon Hill,240,2450.0,2651.67,1.32,1849.06,2001.26
2014-08-18,Brighton,1047,2000.0,2167.79,2.14,934.4,1012.8
2014-08-18,Charlestown,87,2400.0,2380.75,1.29,1864.29,1849.33
2014-08-18,Chinatown,97,2875.0,3098.71,1.25,2304.75,2484.09
2014-08-18,Dorchester,233,1800.0,1787.77,2.09,862.96,857.1
2014-08-18,Downtown,203,2875.0,3126.85,1.24,2325.2,2528.88
2014-08-18,East Boston,88,1800.0,1914.49,1.98,910.34,968.25
2014-08-18,Fenway,667,2050.0,2372.75,1.28,1599.24,1851.02
2014-08-18,Hyde Park,13,1800.0,1898.08,2.15,835.71,881.25
2014-08-18,Jamaica Plain,219,2150.0,2224.89,2.18,987.11,1021.49
2014-08-18,Leather District,18,3237.5,3227.78,1.0,3237.5,3227.78
2014-08-18,Longwood Medical Area,22,1987.5,2580.68,1.59,1249.29,1622.14
2014-08-18,Mattapan,22,1725.0,1802.27,2.59,665.79,695.61
2014-08-18,Mission Hill,202,1775.0,2138.24,1.73,1027.36,1237.61
2014-08-18,North End,127,2400.0,2418.31,1.52,1579.27,1591.32
2014-08-18,Roslindale,77,1700.0,1711.36,2.03,839.1,844.71
2014-08-18,Roxbury,158,2325.0,2254.11,2.09,1109.82,1075.98
2014-08-18,South Boston,295,2600.0,2677.54,1.88,1381.98,1423.2
2014-08-18,South Boston Waterfront,89,3000.0,3302.53,1.37,2188.52,2409.22
2014-08-18,South End,388,2800.0,2918.75,1.44,1943.47,2025.89
2014-08-18,West End,42,2437.5,2675.6,1.36,1796.05,1971.49
2014-08-18,West Roxbury,62,1675.0,1768.15,1.6,1048.99,1107.32
2014-09-18,Allston,250,1600.0,1839.8,1.53,1047.12,1204.06
2014-09-18,Back Bay,728,2700.0,2945.74,1.16,2320.66,2531.88
2014-09-18,Bay Village,54,2437.5,2302.78,1.33,1828.12,1727.08
2014-09-18,Beacon Hill,192,2600.0,2959.51,1.31,1980.95,2254.86
2014-09-18,Brighton,558,1850.0,2018.15,1.99,931.68,1016.36
2014-09-18,Charlestown,90,2550.0,2629.17,1.32,1928.57,1988.45
2014-09-18,Chinatown,94,2725.0,2973.4,1.22,2227.39,2430.43
2014-09-18,Dorchester,197,1700.0,1694.54,1.92,883.64,880.8
2014-09-18,Downtown,192,2887.5,3249.09,1.31,2200.0,2475.5
2014-09-18,East Boston,65,1900.0,1810.77,2.05,928.57,884.96
2014-09-18,Fenway,334,1925.0,2289.07,1.21,1587.53,1887.78
2014-09-18,Hyde Park,10,1750.0,1675.0,2.3,760.87,728.26
2014-09-18,Jamaica Plain,211,2000.0,2214.34,2.23,897.87,994.1
2014-09-18,Leather District,7,2800.0,3378.57,1.29,2177.78,2627.78
2014-09-18,Longwood Medical Area,11,1800.0,2304.55,1.36,1320.0,1690.0
2014-09-18,Mattapan,21,1650.0,1626.19,2.24,737.23,726.6
2014-09-18,Mission Hill,100,1850.0,2171.75,1.85,1000.0,1173.92
2014-09-18,North End,134,2400.0,2411.94,1.44,1666.32,1674.61
2014-09-18,Roslindale,58,1800.0,1805.6,2.29,784.96,787.41
2014-09-18,Roxbury,124,2000.0,2098.79,2.12,942.97,989.54
2014-09-18,South Boston,310,2575.0,2656.13,2.02,1273.13,1313.24
2014-09-18,South Boston Waterfront,132,2975.0,3160.8,1.27,2351.5,2498.35
2014-09-18,South End,450,2600.0,2790.06,1.38,1878.01,2015.29
2014-09-18,West End,73,2400.0,2797.95,1.18,2037.21,2375.0
2014-09-18,West Roxbury,45,1650.0,1707.22,1.53,1076.09,1113.41
2014-10-18,Allston,219,1600.0,1849.2,1.58,1015.65,1173.84
2014-10-18,Back Bay,645,2875.0,3165.16,1.36,2119.29,2333.17
2014-10-18,Bay Village,31,3600.0,3445.97,2.52,1430.77,1369.55
2014-10-18,Beacon Hill,149,2400.0,2603.19,1.3,1852.85,2009.72
2014-10-18,Brighton,414,1800.0,2061.35,2.01,893.53,1023.26
2014-10-18,Charlestown,98,2500.0,2601.28,1.43,1750.0,1820.89
2014-10-18,Chinatown,67,2625.0,2811.57,1.09,2409.25,2580.48
2014-10-18,Dorchester,152,1700.0,1623.36,1.68,1013.33,967.65
2014-10-18,Downtown,158,2825.0,3129.75,1.23,2300.77,2548.97
2014-10-18,East Boston,68,1950.0,1933.09,2.06,947.14,938.93
2014-10-18,Fenway,357,1900.0,2211.2,1.2,1588.52,1848.71
2014-10-18,Hyde Park,19,1700.0,1731.58,2.21,769.05,783.33
2014-10-18,Jamaica Plain,204,2000.0,2118.38,2.16,927.27,982.16
2014-10-18,Leather District,13,3900.0,3619.23,1.54,2535.0,2352.5
2014-10-18,Longwood Medical Area,8,1950.0,3143.75,2.0,975.0,1571.88
2014-10-18,Mattapan,15,1650.0,1645.0,2.2,750.0,747.73
2014-10-18,Mission Hill,98,2237.5,2496.94,2.02,1107.45,1235.86
2014-10-18,North End,122,2225.0,2353.89,1.46,1525.0,1613.34
2014-10-18,Roslindale,50,1650.0,1677.0,2.12,778.3,791.04
2014-10-18,Roxbury,133,2000.0,2209.96,2.23,898.65,992.99
2014-10-18,South Boston,282,2350.0,2394.77,1.87,1257.5,1281.45
2014-10-18,South Boston Waterfront,92,2900.0,3139.95,1.28,2261.02,2448.09
2014-10-18,South End,286,2675.0,2854.2,1.47,1821.55,1943.57
2014-10-18,West End,54,2350.0,2605.56,1.02,2307.27,2558.18
2014-10-18,West Roxbury,51,1650.0,1849.02,1.92,858.67,962.24
2014-11-18,Allston,317,1625.0,2027.05,1.2,1355.59,1690.99
2014-11-18,Back Bay,998,2675.0,2953.38,0.94,2831.02,3125.64
2014-11-18,Bay Village,73,2100.0,2433.22,1.12,1869.51,2166.16
2014-11-18,Beacon Hill,233,2300.0,2437.77,0.91,2527.83,2679.25
2014-11-18,Brighton,517,1850.0,2019.1,1.35,1374.21,1499.82
2014-11-18,Charlestown,118,2600.0,2829.03,0.94,2763.96,3007.43
2014-11-18,Chinatown,80,2850.0,3138.12,0.79,3619.05,3984.92
2014-11-18,Dorchester,203,1800.0,1715.39,1.44,1247.1,1188.48
2014-11-18,Downtown,202,2950.0,3120.17,0.87,3405.14,3601.57
2014-11-18,East Boston,89,1600.0,1716.01,1.09,1468.04,1574.48
2014-11-18,Fenway,443,2100.0,2354.06,1.05,2000.65,2242.69
2014-11-18,Hyde Park,14,1450.0,1407.14,1.21,1194.12,1158.82
2014-11-18,Jamaica Plain,251,2000.0,2105.98,1.56,1283.89,1351.92
2014-11-18,Leather District,4,3550.0,3025.0,2.0,1775.0,1512.5
2014-11-18,Longwood Medical Area,20,1787.5,2385.0,1.1,1625.0,2168.18
2014-11-18,Mattapan,21,1700.0,1959.52,2.24,759.57,875.53
2014-11-18,Mission Hill,157,2400.0,2476.91,1.77,1355.4,1398.83
2014-11-18,North End,166,2500.0,2588.1,1.11,2255.43,2334.92
2014-11-18,Roslindale,56,1800.0,1944.2,1.66,1083.87,1170.7
2014-11-18,Roxbury,175,2200.0,2176.0,1.4,1571.43,1554.29
2014-11-18,South Boston,353,2400.0,2477.41,1.35,1779.83,1837.24
2014-11-18,South Boston Waterfront,172,2675.0,2889.97,0.77,3459.4,3737.41
2014-11-18,South End,480,2687.5,2767.14,0.96,2810.46,2893.74
2014-11-18,West End,52,2400.0,2663.94,0.77,3120.0,3463.12
2014-11-18,West Roxbury,78,1600.0,1713.78,0.94,1709.59,1831.16
2014-12-18,Allston,532,1750.0,2335.71,2.13,821.71,1096.73
2014-12-18,Back Bay,714,2625.0,2805.53,1.1,2378.49,2542.07
2014-12-18,Bay Village,38,3000.0,2820.39,1.76,1701.49,1599.63
2014-12-18,Beacon Hill,176,2200.0,2298.72,1.07,2048.68,2140.61
2014-12-18,Brighton,597,1700.0,1917.0,1.86,915.15,1031.97
2014-12-18,Charlestown,112,2325.0,2425.22,1.26,1846.81,1926.42
2014-12-18,Chinatown,75,2700.0,2914.33,1.2,2250.0,2428.61
2014-12-18,Dorchester,168,1850.0,1677.83,1.99,930.54,843.94
2014-12-18,Downtown,185,2925.0,3089.73,1.21,2415.74,2551.79
2014-12-18,East Boston,70,1725.0,1698.93,1.6,1078.12,1061.83
2014-12-18,Fenway,529,2200.0,2409.22,1.36,1620.89,1775.03
2014-12-18,Hyde Park,15,1500.0,1655.0,2.2,681.82,752.27
2014-12-18,Jamaica Plain,187,2100.0,2141.31,2.24,939.47,957.95
2014-12-18,Leather District,8,4650.0,3900.0,1.88,2480.0,2080.0
2014-12-18,Longwood Medical Area,21,1900.0,2311.9,1.24,1534.62,1867.31
2014-12-18,Mattapan,12,1650.0,1520.83,1.25,1320.0,1216.67
2014-12-18,Mission Hill,262,3487.5,3410.5,3.23,1078.78,1054.96
2014-12-18,North End,163,2550.0,2589.26,1.54,1655.98,1681.47
2014-12-18,Roslindale,33,1950.0,1975.0,2.33,835.71,846.43
2014-12-18,Roxbury,204,2337.5,2699.63,2.59,903.12,1043.04
2014-12-18,South Boston,296,2400.0,2433.11,1.74,1382.1,1401.17
2014-12-18,South Boston Waterfront,162,2587.5,2883.02,1.07,2409.05,2684.2
2014-12-18,South End,385,2400.0,2491.56,1.14,2104.78,2185.08
2014-12-18,West End,54,2450.0,2728.7,1.22,2004.55,2232.58
2014-12-18,West Roxbury,62,1825.0,2006.45,1.58,1154.59,1269.39
2015-01-18,Allston,815,2400.0,2712.55,2.69,891.12,1007.16
2015-01-18,Back Bay,579,2800.0,2931.17,1.2,2339.39,2448.99
2015-01-18,Bay Village,36,2550.0,2671.53,1.58,1610.53,1687.28
2015-01-18,Beacon Hill,151,2300.0,2408.44,1.03,2240.65,2346.29
2015-01-18,Brighton,721,1975.0,2199.2,2.21,895.58,997.25
2015-01-18,Charlestown,130,2400.0,2556.15,1.47,1633.51,1739.79
2015-01-18,Chinatown,67,2625.0,2986.57,1.16,2254.81,2565.38
2015-01-18,Dorchester,191,1900.0,1818.46,2.11,900.5,861.85
2015-01-18,Downtown,196,3112.5,3273.21,1.36,2293.42,2411.84
2015-01-18,East Boston,105,1700.0,1683.1,1.73,980.77,971.02
2015-01-18,Fenway,768,2500.0,2812.99,1.74,1434.98,1614.63
2015-01-18,Hyde Park,11,1450.0,1784.09,1.64,886.11,1090.28
2015-01-18,Jamaica Plain,275,2300.0,2366.73,2.39,961.25,989.13
2015-01-18,Leather District,7,3200.0,3514.29,1.71,1866.67,2050.0
2015-01-18,Longwood Medical Area,18,2700.0,3150.0,2.39,1130.23,1318.6
2015-01-18,Mattapan,19,1600.0,1469.74,2.21,723.81,664.88
2015-01-18,Mission Hill,574,3800.0,3557.45,3.44,1103.85,1033.39
2015-01-18,North End,161,2500.0,2578.73,1.6,1560.08,1609.21
2015-01-18,Roslindale,75,2100.0,2071.33,2.61,803.57,792.6
2015-01-18,Roxbury,272,3000.0,3228.4,2.93,1025.13,1103.17
2015-01-18,South Boston,294,2500.0,2559.27,1.88,1326.71,1358.17
2015-01-18,South Boston Waterfront,124,2700.0,2889.31,1.07,2517.29,2693.8
2015-01-18,South End,368,2662.5,2878.26,1.55,1718.95,1858.25
2015-01-18,West End,49,2400.0,2546.94,1.02,2352.0,2496.0
2015-01-18,West Roxbury,54,1900.0,1987.96,1.76,1080.0,1130.0
2015-02-18,Allston,1044,2500.0,2709.12,2.76,906.25,982.06
2015-02-18,Back Bay,622,2500.0,2968.65,1.2,2081.66,2471.89
2015-02-18,Bay Village,39,1725.0,2388.46,1.0,1725.0,2388.46
2015-02-18,Beacon Hill,149,2500.0,2544.13,1.34,1871.86,1904.9
2015-02-18,Brighton,813,2000.0,2193.05,2.14,936.1,1026.45
2015-02-18,Charlestown,73,2500.0,2620.21,1.41,1771.84,1857.04
2015-02-18,Chinatown,70,2700.0,3057.86,1.13,2392.41,2709.49
2015-02-18,Dorchester,127,2000.0,2017.13,2.38,841.06,848.26
2015-02-18,Downtown,184,3100.0,3297.69,1.33,2337.7,2486.78
2015-02-18,East Boston,99,1850.0,1877.78,1.77,1046.57,1062.29
2015-02-18,Fenway,812,2500.0,2847.66,1.79,1395.19,1589.21
2015-02-18,Hyde Park,13,1450.0,1705.77,1.92,754.0,887.0
2015-02-18,Jamaica Plain,266,2650.0,2660.34,2.8,946.17,949.87
2015-02-18,Leather District,7,2625.0,3164.29,2.0,1312.5,1582.14
2015-02-18,Longwood Medical Area,21,3200.0,3177.38,2.29,1400.0,1390.1
2015-02-18,Mattapan,15,1700.0,1768.33,2.2,772.73,803.79
2015-02-18,Mission Hill,422,3300.0,3362.8,3.19,1035.39,1055.09
2015-02-18,North End,181,2550.0,2654.7,1.68,1518.26,1580.59
2015-02-18,Roslindale,53,1850.0,2048.58,2.66,695.39,770.04
2015-02-18,Roxbury,232,2600.0,2805.93,2.41,1079.07,1164.53
2015-02-18,South Boston,173,2600.0,2635.98,1.89,1375.54,1394.57
2015-02-18,South Boston Waterfront,98,2787.5,3009.18,1.2,2315.04,2499.15
2015-02-18,South End,350,2850.0,2906.0,1.5,1900.0,1937.33
2015-02-18,West End,36,2812.5,2884.72,1.28,2201.09,2257.61
2015-02-18,West Roxbury,45,1800.0,2010.0,1.8,1000.0,1116.67
2015-03-18,Allston,966,2250.0,2506.91,2.46,913.24,1017.51
2015-03-18,Back Bay,598,2700.0,2894.9,1.12,2413.45,2587.67
2015-03-18,Bay Village,45,2000.0,2655.56,1.2,1666.67,2212.96
2015-03-18,Beacon Hill,189,2200.0,2379.76,1.11,1989.47,2152.03
2015-03-18,Brighton,942,2050.0,2257.96,2.15,953.63,1050.37
2015-03-18,Charlestown,90,2400.0,2452.78,1.2,2000.0,2043.98
2015-03-18,Chinatown,64,2650.0,3156.64,1.41,1884.44,2244.72
2015-03-18,Dorchester,147,1900.0,1954.08,2.03,934.11,960.7
2015-03-18,Downtown,240,2975.0,3258.65,1.33,2231.25,2443.98
2015-03-18,East Boston,97,1800.0,2026.8,2.19,823.58,927.36
2015-03-18,Fenway,762,2350.0,2770.64,1.66,1418.94,1672.92
2015-03-18,Hyde Park,6,2225.0,2295.83,2.5,890.0,918.33
2015-03-18,Jamaica Plain,286,2625.0,2630.51,2.66,987.83,989.9
2015-03-18,Leather District,7,2150.0,2532.14,2.0,1075.0,1266.07
2015-03-18,Longwood Medical Area,23,2350.0,2665.22,1.43,1637.88,1857.58
2015-03-18,Mattapan,17,1700.0,1666.18,2.0,850.0,833.09
2015-03-18,Mission Hill,378,3000.0,3143.98,2.87,1045.16,1095.32
2015-03-18,North End,209,2600.0,2688.28,1.67,1561.49,1614.51
2015-03-18,Roslindale,37,2200.0,2293.24,2.68,822.22,857.07
2015-03-18,Roxbury,212,2700.0,2891.04,2.65,1020.32,1092.51
2015-03-18,South Boston,218,2700.0,2771.1,1.99,1359.35,1395.15
2015-03-18,South Boston Waterfront,81,2900.0,3147.53,1.19,2446.88,2655.73
2015-03-18,South End,410,2700.0,2821.22,1.37,1969.75,2058.19
2015-03-18,West End,61,2400.0,2562.3,0.92,2614.29,2791.07
2015-03-18,West Roxbury,54,1800.0,1826.39,1.5,1200.0,1217.59
2015-04-18,Allston,870,2000.0,2347.47,2.27,880.57,1033.55
2015-04-18,Back Bay,591,2650.0,2924.7,1.18,2253.45,2487.05
2015-04-18,Bay Village,60,3200.0,3081.25,1.92,1669.57,1607.61
2015-04-18,Beacon Hill,180,2300.0,2458.89,1.04,2202.13,2354.26
2015-04-18,Brighton,1051,2075.0,2310.89,2.28,908.68,1011.98
2015-04-18,Charlestown,77,2400.0,2766.23,1.38,1743.4,2009.43
2015-04-18,Chinatown,63,2700.0,3119.44,1.16,2330.14,2692.12
2015-04-18,Dorchester,170,1862.5,1817.65,1.98,942.34,919.64
2015-04-18,Downtown,206,3050.0,3290.53,1.38,2204.56,2378.42
2015-04-18,East Boston,128,2100.0,2073.05,2.2,953.19,940.96
2015-04-18,Fenway,739,2200.0,2568.61,1.41,1563.27,1825.19
2015-04-18,Hyde Park,10,1625.0,1970.0,2.5,650.0,788.0
2015-04-18,Jamaica Plain,319,2625.0,2628.61,2.53,1036.36,1037.78
2015-04-18,Leather District,5,4600.0,4820.0,2.0,2300.0,2410.0
2015-04-18,Longwood Medical Area,28,2300.0,2622.32,1.39,1651.28,1882.69
2015-04-18,Mattapan,27,1625.0,1740.74,2.15,756.47,810.34
2015-04-18,Mission Hill,325,2900.0,2976.0,2.78,1041.44,1068.73
2015-04-18,North End,193,2650.0,2714.38,1.69,1568.87,1606.98
2015-04-18,Roslindale,65,2200.0,2125.0,2.43,905.06,874.21
2015-04-18,Roxbury,250,2500.0,2658.2,2.33,1072.04,1139.88
2015-04-18,South Boston,241,2700.0,2717.43,1.86,1449.22,1458.57
2015-04-18,South Boston Waterfront,109,2925.0,3132.34,1.25,2344.3,2510.48
2015-04-18,South End,429,2700.0,2913.23,1.31,2053.72,2215.91
2015-04-18,West End,65,2500.0,2590.38,0.88,2850.88,2953.95
2015-04-18,West Roxbury,37,2100.0,2093.92,1.7,1233.33,1229.76
2015-05-18,Allston,287,2450.0,2557.75,2.61,937.53,978.77
2015-05-18,Back Bay,106,2500.0,3086.79,1.33,1879.43,2320.57
2015-05-18,Bay Village,14,1650.0,1871.43,0.86,1925.0,2183.33
2015-05-18,Beacon Hill,108,2300.0,2593.52,1.32,1737.06,1958.74
2015-05-18,Brighton,218,2200.0,2361.7,2.33,944.09,1013.48
2015-05-18,Charlestown,27,2950.0,3138.89,1.96,1502.83,1599.06
2015-05-18,Chinatown,23,3000.0,2822.83,1.26,2379.31,2238.79
2015-05-18,Dorchester,58,2062.5,2033.62,1.98,1040.22,1025.65
2015-05-18,Downtown,49,2800.0,2955.1,1.29,2177.78,2298.41
2015-05-18,East Boston,44,2125.0,2127.27,2.34,907.77,908.74
2015-05-18,Fenway,152,2375.0,2694.9,1.57,1516.81,1721.11
2015-05-18,Hyde Park,4,1675.0,1725.0,1.75,957.14,985.71
2015-05-18,Jamaica Plain,99,2675.0,2844.7,2.92,916.35,974.48
2015-05-18,Leather District,3,1900.0,1950.0,1.67,1140.0,1170.0
2015-05-18,Longwood Medical Area,4,1762.5,2143.75,0.5,3525.0,4287.5
2015-05-18,Mattapan,11,1925.0,1936.36,1.82,1058.75,1065.0
2015-05-18,Mission Hill,175,3100.0,3186.0,3.14,988.16,1015.57
2015-05-18,North End,68,3200.0,3290.81,2.37,1351.55,1389.91
2015-05-18,Roslindale,7,1725.0,1582.14,1.71,1006.25,922.92
2015-05-18,Roxbury,72,2750.0,2767.71,2.58,1064.52,1071.37
2015-05-18,South Boston,74,3000.0,3217.91,2.2,1361.96,1460.89
2015-05-18,South Boston Waterfront,22,3075.0,3279.55,1.0,3075.0,3279.55
2015-05-18,South End,78,2850.0,2875.96,1.33,2137.5,2156.97
2015-05-18,West End,22,2625.0,2948.86,1.09,2406.25,2703.13
2015-05-18,West Roxbury,22,1837.5,1836.36,1.41,1304.03,1303.23
2015-06-18,Allston,325,2500.0,2524.31,2.58,969.57,979.0
2015-06-18,Back Bay,164,2875.0,3247.1,1.43,2014.96,2275.75
2015-06-18,Bay Village,23,2200.0,2508.7,1.22,1807.14,2060.71
2015-06-18,Beacon Hill,118,2400.0,2629.45,1.27,1888.0,2068.5
2015-06-18,Brighton,349,2200.0,2368.77,2.32,946.73,1019.36
2015-06-18,Charlestown,71,2500.0,2715.14,1.94,1286.23,1396.92
2015-06-18,Chinatown,18,3000.0,3341.67,1.17,2571.43,2864.29
2015-06-18,Dorchester,79,1925.0,1846.84,1.73,1110.04,1064.96
2015-06-18,Downtown,58,2675.0,2852.59,1.26,2125.34,2266.44
2015-06-18,East Boston,53,2150.0,2258.96,2.42,890.23,935.35
2015-06-18,Fenway,203,2500.0,2771.8,1.62,1547.26,1715.47
2015-06-18,Hyde Park,4,2350.0,2575.0,2.75,854.55,936.36
2015-06-18,Jamaica Plain,143,3150.0,3062.41,3.23,975.0,947.89
2015-06-18,Leather District,4,2562.5,2293.75,1.75,1464.29,1310.71
2015-06-18,Longwood Medical Area,3,2800.0,2816.67,1.67,1680.0,1690.0
2015-06-18,Mattapan,7,1875.0,2028.57,1.86,1009.62,1092.31
2015-06-18,Mission Hill,188,3400.0,3173.8,3.19,1067.11,996.12
2015-06-18,North End,76,2800.0,3096.38,2.09,1338.36,1480.03
2015-06-18,Roslindale,7,1700.0,1525.0,1.14,1487.5,1334.38
2015-06-18,Roxbury,109,2650.0,2589.22,2.49,1065.87,1041.42
2015-06-18,South Boston,132,2700.0,2784.66,2.17,1246.15,1285.23
2015-06-18,South Boston Waterfront,26,3275.0,3438.46,1.08,3041.07,3192.86
2015-06-18,South End,78,2850.0,2879.17,1.46,1950.0,1969.96
2015-06-18,West End,28,3050.0,3221.43,1.07,2846.67,3006.67
2015-06-18,West Roxbury,25,1875.0,2024.0,1.76,1065.34,1150.0
2015-07-18,Allston,5,1900.0,1875.0,1.4,1357.14,1339.29
